CompanyName,Year,Sales,OperatingProfit,NetIncome,OperatingActivitiesCashFlow,InvestmentActivitiesCashFlow,FinancialActivitiesCashFlow,AccountsReceivable,AccountsReceivableTurnover,AccountsReceivableTurnoverDays,CostofGoodsSold,Inventory,InventoryTurnover,InventoryTurnoverDays,InventoryTotalAssets,TotalBorrowings,FinancialCosts,TotalLiabilities,TotalCapital,DebtRatio,Bankruptcy
씨티케이코스메틱스,2016,133888367624 ,26705518629 ,23325157475 ,12559774970 ,-6705258593 ,13041605629 ,34462664682 ,3.89 ,93.95 ,95497037638 ,4399316521 ,21.71 ,16.81 ,74475038362 ,1580000000 ,2327075164 ,38171639777 ,74475038362 ,0.51 ,0
아이엠텍,2016,81087813209 ,275339355 ,-16934680565 ,-4989723109 ,-25729621489 ,31020262050 ,3540552197 ,22.90 ,15.94 ,71045105284 ,5585920745 ,12.72 ,28.70 ,61406730954 ,10384382394 ,6732523414 ,22205839017 ,61406730954 ,0.36 ,0
아이엠텍,2017,69006125273 ,-6585256624 ,-20748002118 ,-3363392431 ,-4446281739 ,-1271880005 ,8141998061 ,8.48 ,43.07 ,65298960753 ,7505078061 ,8.70 ,41.95 ,47664339589 ,6500000000 ,2479836674 ,24838377046 ,47664339589 ,0.52 ,0
알비케이이엠디,2016,32294254183 ,-4873453612 ,-5664126388 ,-303808016 ,-18933230339 ,17988249273 ,8170895021 ,3.95 ,92.35 ,33414494713 ,2340152267 ,14.28 ,25.56 ,61655857943 ,5329409919 ,1613694881 ,24206463963 ,61655857943 ,0.39 ,0
알비케이이엠디,2017,40084530636 ,-2698638021 ,-9421012379 ,7324310135 ,-1449177044 ,-6407679795 ,6356209692 ,6.31 ,57.88 ,39586966004 ,2649106306 ,14.94 ,24.43 ,56475542373 ,6233333347 ,1981398129 ,24680481054 ,56475542373 ,0.44 ,0
알에스오토메이션,2016,65938244937 ,3005895685 ,2958278587 ,4439909145 ,-4222738485 ,2662052064 ,20989900589 ,3.14 ,116.19 ,55299818135 ,13099184995 ,4.22 ,86.46 ,63496346653 ,18574558545 ,766048258 ,43440735593 ,63496346653 ,0.68 ,0
알에스오토메이션,2017,81353848654 ,3848678906 ,2869794454 ,-5022131641 ,-6960320273 ,12756399398 ,23411403439 ,3.47 ,105.04 ,68240287813 ,15923329172 ,4.29 ,85.17 ,74593839537 ,17541138167 ,721178453 ,35365640013 ,74593839537 ,0.47 ,0
알엔투테크놀로지,2016,12040102750 ,1076365092 ,1232655849 ,2867695997 ,-5646046049 ,3396140100 ,2670604427 ,4.51 ,80.96 ,6665032063 ,1573614496 ,4.24 ,86.18 ,27140499128 ,3696883995 ,320759672 ,6132997986 ,27140499128 ,0.23 ,0
알엔투테크놀로지,2017,14390957989 ,713880476 ,776801452 ,818175552 ,-5695844948 ,7716062254 ,2880698601 ,5.00 ,73.06 ,9042292005 ,2869080556 ,3.15 ,115.81 ,35450020156 ,5591420593 ,418754298 ,14017366506 ,35450020156 ,0.40 ,0
앤디포스,2016,70582567681 ,16811577505 ,14928810790 ,12758783409 ,-45583808916 ,39591859362 ,6006102160 ,11.75 ,31.06 ,44841599120 ,3244082844 ,13.82 ,26.41 ,88789863510 ,654685460 ,241865909 ,8287322488 ,88789863510 ,0.09 ,0
앤디포스,2017,52344187839 ,9092143064 ,8072425304 ,5014662096 ,-15035990953 ,-5633602335 ,10068564951 ,5.20 ,70.21 ,35932121382 ,3840679724 ,9.36 ,39.01 ,92726263610 ,34270000 ,185652277 ,12209682776 ,92726263610 ,0.13 ,0
앱클론,2016,3120329738 ,-1605937998 ,-1596675350 ,-204922934 ,257813218 ,0 ,328321529 ,9.50 ,38.41 ,1344646759 ,2430692 ,553.20 ,0.66 ,16009898719 ,2000000000 ,120288079 ,4030825415 ,16009898719 ,0.25 ,0
야스,2016,82981672909 ,16055793928 ,13063901118 ,30789929886 ,-9759398808 ,-1996749998 ,4030131278 ,20.59 ,17.73 ,57707779638 ,1134494586 ,50.87 ,7.18 ,81082801895 ,8781274687 ,267653413 ,31898849339 ,81082801895 ,0.39 ,0
야스,2017,86244464416 ,17643042141 ,16240811553 ,11661312424 ,-55617081185 ,30354470008 ,12012128747 ,7.18 ,50.84 ,58904216686 ,3603552170 ,16.35 ,22.33 ,125982690859 ,375000010 ,614406859 ,19309766594 ,125982690859 ,0.15 ,0
에스마크,2016,17863007254 ,-6813979297 ,-20068922727 ,-4196123743 ,-55205316951 ,62470898511 ,2026968426 ,8.81 ,41.42 ,17246186860 ,2528643452 ,6.82 ,53.52 ,103355174840 ,49463746888 ,4075959894 ,55134791879 ,103355174840 ,0.53 ,0
에스마크,2017,9315882405 ,-8917502836 ,-84728284463 ,-19033996210 ,-15094489438 ,40191984076 ,1641177387 ,5.68 ,64.30 ,12490892517 ,3272575640 ,3.82 ,95.63 ,59062302051 ,25158067645 ,30982667113 ,28307938399 ,59062302051 ,0.48 ,0
에스엔피월드,2016,27007079427 ,4730692673 ,3855610085 ,3399442058 ,-999705883 ,-506710998 ,5350466100 ,5.05 ,72.31 ,20087010454 ,1213360709 ,16.55 ,22.05 ,15559457434 ,1295000006 ,258582747 ,4882211957 ,15559457434 ,0.31 ,0
에스엔피월드,2017,27052030636 ,1054575368 ,685114029 ,-3071303692 ,-11950897019 ,12627999985 ,7059081834 ,3.83 ,95.24 ,22822799735 ,1837591605 ,12.42 ,29.39 ,27274039081 ,2581007987 ,474651850 ,5303787640 ,27274039081 ,0.19 ,0
에스트래픽,2017,11575273863 ,10259008844 ,8692309783 ,17397341400 ,-36057379564 ,42645606595 ,8318958924 ,1.39 ,262.32 ,95048786321 ,386064451 ,246.20 ,1.48 ,94315692626 ,3500000000 ,281739575 ,43480363707 ,94315692626 ,0.46 ,0
에스티팜,2016,200361532900 ,77830775217 ,61670556295 ,51063432902 ,-94453061487 ,85200330102 ,14440962305 ,13.87 ,26.31 ,107369945052 ,91371222584 ,1.18 ,310.61 ,368007136827 ,136500000 ,3498883304 ,54562978308 ,368007136827 ,0.15 ,0
에스티팜,2017,202622882174 ,62302127952 ,45451707888 ,54764321650 ,-27220474802 ,-9132145315 ,30270702206 ,6.69 ,54.53 ,122955973458 ,57974615191 ,2.12 ,172.10 ,382298311126 ,117000000 ,4323435184 ,30393062773 ,382298311126 ,0.08 ,0
에이치시티,2016,27683666589 ,4916456947 ,4181765757 ,1473842814 ,-13135758561 ,20865212591 ,83448658 ,331.74 ,1.10 ,15074732878 ,35542504 ,424.13 ,0.86 ,56947231403 ,7675900000 ,300609207 ,14062923956 ,56947231403 ,0.25 ,0
에이치시티,2017,27209298673 ,611591610 ,318439810 ,4912163501 ,-16179361510 ,4643600000 ,81217322 ,335.02 ,1.09 ,17463711155 ,58814709 ,296.93 ,1.23 ,62981411331 ,14435200000 ,362849378 ,19887053135 ,62981411331 ,0.32 ,0
에이치엘비파워,2016,30800000 ,-4780879422 ,-5164227110 ,-6688903714 ,-18036812618 ,34987990830 ,4408300838 ,0.01 ,52241.23 ,16536345954 ,785138277 ,21.06 ,17.33 ,55478780710 ,1145000000 ,927433104 ,26223656997 ,55478780710 ,0.47 ,0
에이치엘비파워,2017,22234109 ,-9006102127 ,-16165737079 ,-9186488591 ,4072976920 ,-4095789087 ,19165366499 ,0.00 ,314622.85 ,25485346353 ,2540941864 ,10.03 ,36.39 ,63428581515 ,10132796800 ,2344737172 ,32014447223 ,63428581515 ,0.50 ,0
에이프로젠 KIC,2016,54835625520 ,5064397054 ,2407357951 ,2730158084 ,-1336540088 ,-2289169430 ,17849986611 ,3.07 ,118.81 ,44896060812 ,4109270882 ,10.93 ,33.41 ,78576666412 ,35815636875 ,2662071052 ,43260084769 ,78576666412 ,0.55 ,0
에이프로젠 KIC,2017,44897115460 ,1830794507 ,2340781203 ,8074245600 ,-84678571684 ,188035341239 ,11544316407 ,3.89 ,93.85 ,40600895723 ,3673168676 ,11.05 ,33.02 ,266961638627 ,10589830970 ,1996879980 ,117405539748 ,266961638627 ,0.44 ,0
에이프로젠제약,2016,29443668157 ,-156411751 ,-5231764618 ,-1346511372 ,-32955687892 ,43135570431 ,23180440645 ,1.27 ,287.36 ,25281864928 ,8038168310 ,3.15 ,116.05 ,123304213378 ,4221215769 ,4964072043 ,44975829298 ,123304213378 ,0.36 ,0
에이프로젠제약,2017,30859683366 ,-1055453788 ,-7562309841 ,-7984071913 ,-34088722832 ,40590140196 ,31149825454 ,0.99 ,368.43 ,26988830001 ,8788157271 ,3.07 ,118.85 ,161423594872 ,4358882372 ,9838177311 ,76836019446 ,161423594872 ,0.48 ,0
에프앤리퍼블릭,2017,65211588120 ,8579749716 ,8146290147 ,10885743584 ,-62966129648 ,50485605674 ,18411207563 ,3.54 ,103.05 ,52471776674 ,7261110246 ,7.23 ,50.51 ,100551019080 ,10000000000 ,2045096517 ,54458957931 ,100551019080 ,0.54 ,0
엔시트론,2016,37207922407 ,868467275 ,322114071 ,-563208148 ,-4319925958 ,5293918600 ,13947827985 ,2.67 ,136.82 ,29093259375 ,3955548741 ,7.36 ,49.63 ,36541979704 ,11506380600 ,1761368095 ,22446318887 ,36541979704 ,0.61 ,0
엔시트론,2017,23273767572 ,-4867480052 ,-7616435018 ,-5932227634 ,-10222552640 ,15462570375 ,10977473334 ,2.12 ,172.16 ,20146279355 ,4325475989 ,4.66 ,78.37 ,43713655576 ,4890000000 ,2890399722 ,25029466030 ,43713655576 ,0.57 ,0
엔에스엔,2017,5233098597 ,-7158895013 ,-10578624586 ,-6228873255 ,-5244290476 ,12037756000 ,2225581893 ,2.35 ,155.23 ,5119394264 ,2059961953 ,2.49 ,146.87 ,39018995440 ,1437756000 ,1731075490 ,12416776984 ,39018995440 ,0.32 ,0
엔지켐생명과학,2016,21835379807 ,-6226600975 ,-6331627332 ,-9922621345 ,3793968650 ,12455262102 ,7359396822 ,2.97 ,123.02 ,18242235540 ,5812024736 ,3.14 ,116.29 ,36669927862 ,2700000000 ,166528516 ,9711949874 ,36669927862 ,0.26 ,0
엔지켐생명과학,2017,26133210513 ,-5380429803 ,-5666427603 ,-6106175523 ,-475594820 ,3974380257 ,10780021398 ,2.42 ,150.56 ,21970840230 ,6959421411 ,3.16 ,115.62 ,36804545500 ,4188220528 ,184886237 ,12242076264 ,36804545500 ,0.33 ,0
엘앤케이바이오,2016,29225598554 ,3743510575 ,1909086105 ,-8097621865 ,-1502270199 ,17083023941 ,36517193633 ,0.80 ,456.07 ,13817269137 ,5855674012 ,2.36 ,154.68 ,86707375381 ,8792809907 ,624643072 ,26278025463 ,86707375381 ,0.30 ,0
엘앤케이바이오,2017,27226849000 ,-3621344587 ,-10462302799 ,-4543854604 ,-6402841209 ,6145029858 ,31476129890 ,0.86 ,421.97 ,15309901833 ,6870493403 ,2.23 ,163.80 ,90609462424 ,9428092268 ,6002892148 ,43073690224 ,90609462424 ,0.48 ,0
엠플러스,2016,28031364381 ,4234513527 ,3541906372 ,3022240034 ,-4577926723 ,5118113377 ,4057100196 ,6.91 ,52.83 ,21141416118 ,15586061359 ,1.36 ,269.09 ,38411099903 ,4038034000 ,1655401770 ,27604707750 ,38411099903 ,0.72 ,0
엠플러스,2017,72109583642 ,7961664945 ,4915963731 ,-8807886137 ,-2457145292 ,22121566000 ,13654716212 ,5.28 ,69.12 ,59797335767 ,14520670081 ,4.12 ,88.63 ,60361054235 ,8235892000 ,2943440842 ,26937526727 ,60361054235 ,0.45 ,0
영진약품,2016,193133853129 ,5454133545 ,4202183115 ,3111936502 ,-821006500 ,-5153367559 ,55445748606 ,3.48 ,104.79 ,121886872368 ,44119415625 ,2.76 ,132.12 ,199354384843 ,21958333338 ,787473345 ,93186384222 ,199354384843 ,0.47 ,0
영진약품,2017,195008846804 ,3028980649 ,1867719952 ,3151782234 ,4335078161 ,-4968104009 ,58532820747 ,3.33 ,109.56 ,126165137332 ,40687077330 ,3.10 ,117.71 ,203846089159 ,15991900000 ,463027583 ,84196374116 ,203846089159 ,0.41 ,0
오스테오닉,2016,6640435238 ,1473442242 ,1540800460 ,-1730394509 ,-3632465549 ,5405883107 ,5381817367 ,1.23 ,295.82 ,2642806702 ,2737900105 ,0.97 ,378.13 ,21570860253 ,2210379598 ,412292629 ,9893061115 ,21570860253 ,0.46 ,0
오스테오닉,2017,8540411807 ,2221384517 ,-4244567116 ,-795797789 ,-1618563772 ,4636559259 ,8557542791 ,1.00 ,365.73 ,3674651809 ,3324270121 ,1.11 ,330.20 ,29656912365 ,2430720000 ,8081646153 ,22230372618 ,29656912365 ,0.75 ,0
옵토팩,2016,28780466956 ,31693737 ,-394282230 ,2759320598 ,-5002630691 ,2899013883 ,3613947413 ,7.96 ,45.83 ,26615654484 ,1965486657 ,13.54 ,26.95 ,28068902182 ,9751900000 ,972607543 ,15851028127 ,28068902182 ,0.56 ,0
옵토팩,2017,14183309140 ,-3105903952 ,-3219304589 ,-97271224 ,684544101 ,-1290918877 ,2046519203 ,6.93 ,52.67 ,15283804185 ,1658081257 ,9.22 ,39.60 ,21820799505 ,9021520000 ,764037183 ,11371823684 ,21820799505 ,0.52 ,0
와이비엠넷,2016,66293208627 ,2396561282 ,-6938887865 ,1931808522 ,-2427615431 ,-4352921206 ,7722231103 ,8.58 ,42.52 ,38697839600 ,8944351934 ,4.33 ,84.36 ,78144038254 ,11322000000 ,1615850994 ,28264870072 ,78144038254 ,0.36 ,0
와이비엠넷,2017,60986566678 ,1164308378 ,-5736702792 ,3868957067 ,-9097420750 ,7982362030 ,8007045433 ,7.62 ,47.92 ,36615162751 ,7088237310 ,5.17 ,70.66 ,79177204984 ,18444000000 ,778571136 ,36092153704 ,79177204984 ,0.46 ,0
와이오엠,2016,14579405827 ,501380783 ,-10610607838 ,1545931960 ,3872916564 ,-2117557086 ,3566718649 ,4.09 ,89.29 ,13266708153 ,513813115 ,25.82 ,14.14 ,14743017491 ,3063455771 ,78875120 ,5515104179 ,14743017491 ,0.37 ,0
와이오엠,2017,30183891032 ,1244281390 ,-2761761014 ,-448289968 ,2944138785 ,-294115414 ,843718817 ,35.77 ,10.20 ,27361199552 ,1185720102 ,23.08 ,15.82 ,14174390583 ,6000000 ,141540861 ,4814745592 ,14174390583 ,0.34 ,0
와이제이엠게임즈,2016,10973059091 ,-2026225101 ,-2730219171 ,-684879342 ,-49050592629 ,69646208741 ,972437780 ,11.28 ,32.35 ,7027561805 ,1202140 ,5845.88 ,0.06 ,80514436313 ,1000000000 ,304960853 ,2476508042 ,80514436313 ,0.03 ,0
우리손에프앤지,2016,75729688061 ,5237097268 ,3085723176 ,3026275820 ,-11493266167 ,8277202504 ,3211957219 ,23.58 ,15.48 ,66780518448 ,647723703 ,103.10 ,3.54 ,146591458972 ,20219870292 ,2679957321 ,34504342080 ,146591458972 ,0.24 ,0
우리손에프앤지,2017,82809119889 ,11428745544 ,9154656682 ,8514497858 ,-5934552613 ,2685780000 ,4393949333 ,18.85 ,19.37 ,67820897128 ,790325818 ,85.81 ,4.25 ,158668871638 ,21592442824 ,1172642470 ,37592489131 ,158668871638 ,0.24 ,0
원익홀딩스,2016,114005356125 ,16974979274 ,176595422252 ,13544099809 ,-26013951535 ,-1319944807 ,14330086722 ,7.96 ,45.88 ,81269795247 ,21178277869 ,3.84 ,95.12 ,558969323013 ,14000000000 ,629339430 ,53108132127 ,558969323013 ,0.10 ,0
원익홀딩스,2017,272596927214 ,45030485829 ,27309458138 ,3732146505 ,-105852547892 ,97948745956 ,36904144434 ,7.39 ,49.41 ,206294209741 ,56309431695 ,3.66 ,99.63 ,700282429489 ,106000000000 ,2719651295 ,165143084711 ,700282429489 ,0.24 ,0
유니온머티리얼,2016,104612913646 ,8150246801 ,6691389710 ,9071321449 ,-2641839142 ,-6396598723 ,40819319918 ,2.56 ,142.42 ,83048623422 ,16180480574 ,5.13 ,71.11 ,139973442660 ,8925000000 ,346869295 ,41515604953 ,139973442660 ,0.30 ,0
유니온머티리얼,2017,106823397927 ,1905094598 ,-604066702 ,7212814848 ,-5763997959 ,-1396308251 ,37464825398 ,2.85 ,128.01 ,91109271058 ,14627140607 ,6.23 ,58.60 ,135638609650 ,16325000000 ,353430299 ,45042847847 ,135638609650 ,0.33 ,0
유바이오로직스,2016,4844900240 ,-6914020516 ,-6702365737 ,-3694345897 ,1625468447 ,2837277105 ,333147760 ,14.54 ,25.10 ,9156087150 ,4784753190 ,1.91 ,190.74 ,13489045957 ,4566560676 ,575705408 ,10096143468 ,13489045957 ,0.75 ,0
유바이오로직스,2017,11567747403 ,-4348318584 ,-4715309435 ,-2640240979 ,-6760450621 ,18098720302 ,412996210 ,28.01 ,13.03 ,12129991194 ,4554475622 ,2.66 ,137.05 ,26852411396 ,2415581223 ,231137868 ,8700489364 ,26852411396 ,0.32 ,0
이건홀딩스,2016,137448277279 ,7837300915 ,4618002779 ,8328393218 ,3132050780 ,-4260429759 ,514996848 ,266.89 ,1.37 ,111776821446 ,10978430657 ,10.18 ,35.85 ,226187624123 ,58831177260 ,2814582495 ,131817464857 ,226187624123 ,0.58 ,0
이녹스첨단소재,2017,192346321233 ,21953074523 ,17123085117 ,22030570753 ,-11575893618 ,-18092546591 ,61399926266 ,3.13 ,116.51 ,139723709145 ,27676655162 ,5.05 ,72.30 ,222342218567 ,53043894931 ,1522157349 ,97703811277 ,222342218567 ,0.44 ,0
이더블유케이,2016,28569861116 ,4425796531 ,3223585479 ,9799393600 ,-3511267144 ,-2561678120 ,1606764083 ,17.78 ,20.53 ,20541303503 ,321570062 ,63.88 ,5.71 ,40209207936 ,14990000000 ,1268127834 ,29957992599 ,40209207936 ,0.75 ,0
이더블유케이,2017,24015543513 ,2240195257 ,711876985 ,-7179521646 ,-2489051668 ,6826126840 ,5972683791 ,4.02 ,90.78 ,18191214075 ,264915382 ,68.67 ,5.32 ,41844934795 ,12906472154 ,2248443954 ,18962825596 ,41844934795 ,0.45 ,0
인텔리안테크,2016,72172868107 ,6945817930 ,6993746225 ,1236219444 ,-8342274946 ,30590829131 ,28178861398 ,2.56 ,142.51 ,40916207723 ,11633461013 ,3.52 ,103.78 ,97792792056 ,13902441481 ,1242732686 ,31617072767 ,97792792056 ,0.32 ,0
인텔리안테크,2017,75281938328 ,7203153070 ,3771615033 ,-4932398478 ,-7953425367 ,684967353 ,40051279042 ,1.88 ,194.19 ,47177832577 ,14358925936 ,3.29 ,111.09 ,106081401696 ,16800000000 ,340824152 ,39136379910 ,106081401696 ,0.37 ,0
잇츠한불,2016,101797902206 ,7314345913 ,35514041076 ,14627350970 ,-35589154181 ,6574001915 ,88097607 ,1155.51 ,0.32 ,85145449096 ,7079636980 ,12.03 ,30.35 ,318402666801 ,35000000000 ,739288162 ,102669145968 ,318402666801 ,0.32 ,0
잇츠한불,2017,156534276772 ,19027243535 ,27499575136 ,23375576907 ,7353864501 ,-1225466683 ,945103707 ,165.63 ,2.20 ,80313858533 ,27088665189 ,2.96 ,123.11 ,523135382953 ,40000000000 ,1779264823 ,82752808857 ,523135382953 ,0.16 ,0
제이스테판,2016,33610752885 ,-8823454682 ,-27851507740 ,-5874285301 ,-47156931334 ,85144687213 ,14776133179 ,2.27 ,160.46 ,24810433269 ,3537858929 ,7.01 ,52.05 ,106132807119 ,2998150720 ,714424294 ,28021032648 ,106132807119 ,0.26 ,0
제이스테판,2017,36275804080 ,-147184620 ,-14001767851 ,11252174342 ,-30593827837 ,-7460669532 ,39885335669 ,0.91 ,401.32 ,26513732754 ,4588860621 ,5.78 ,63.17 ,92456639710 ,645112274 ,964921408 ,19022212391 ,92456639710 ,0.21 ,0
제이준코스메틱,2017,129713291469 ,22303352210 ,27396804638 ,-20597799028 ,12685865202 ,9263036070 ,50218903524 ,2.58 ,141.31 ,62434461001 ,12799215387 ,4.88 ,74.83 ,152808469453 ,18000000000 ,1092801990 ,25810729416 ,152808469453 ,0.17 ,0
지엘팜텍,2016,4635602326 ,-2764696443 ,-5494422947 ,-3993624798 ,5466601653 ,-1639287393 ,1473316303 ,3.15 ,116.01 ,4736524204 ,60153860 ,78.74 ,4.64 ,12351400571 ,132150000 ,85841175 ,3783130797 ,12351400571 ,0.31 ,0
카테아,2016,5179174104 ,-8363655788 ,-50817989553 ,-6092969703 ,-22164688485 ,27052254596 ,9470764423 ,0.55 ,667.45 ,3898546754 ,497981120 ,7.83 ,46.62 ,30913810359 ,2802276616 ,2389680990 ,30118197967 ,30913810359 ,0.97 ,0
카테아,2017,5150009522 ,-8038551282 ,-11805988478 ,-10766446259 ,-7659529494 ,18383386942 ,18080498123 ,0.28 ,1281.43 ,2781001685 ,288592203 ,9.64 ,37.88 ,41613000109 ,991973900 ,3820406584 ,11787364202 ,41613000109 ,0.28 ,0
코미코,2016,44079693888 ,7248149893 ,10701588447 ,6576070754 ,-1647040275 ,-3052828139 ,10040116466 ,4.39 ,83.14 ,22425431354 ,805432644 ,27.84 ,13.11 ,81157199690 ,14396000000 ,2411843951 ,42357064824 ,81157199690 ,0.52 ,0
코미코,2017,67620642790 ,12689657978 ,18493607817 ,21878734466 ,-8745581604 ,4703156133 ,7851712205 ,8.61 ,42.38 ,34825803565 ,1362097799 ,25.57 ,14.28 ,107469974622 ,2700000000 ,1574049245 ,37650693686 ,107469974622 ,0.35 ,0
코오롱티슈진,2017,2822887 ,-13389296 ,-17536194 ,-14069039 ,-168775736 ,190085554 ,922278 ,3.06 ,119.25 ,1474242 ,778167 ,1.89 ,192.66 ,212960337 ,22000000 ,670257 ,30258478 ,212960337 ,0.14 ,0
크레아플래닛,2016,29605264093 ,108973178 ,-2394725664 ,-7083594356 ,-21172713219 ,26719757025 ,9798343003 ,3.02 ,120.80 ,18712466190 ,19803096752 ,0.94 ,386.27 ,77057600945 ,5626328387 ,1092369919 ,30771703734 ,77057600945 ,0.40 ,0
크레아플래닛,2017,41311639085 ,-9148331386 ,-15808890849 ,-15773579967 ,-2186580758 ,29154137413 ,17885034584 ,2.31 ,158.02 ,33680129628 ,14436226771 ,2.33 ,156.45 ,94279784269 ,3200000000 ,5552668063 ,44329660825 ,94279784269 ,0.47 ,0
클래시스,2017,34629232695 ,10786229047 ,-5144060450 ,8629427844 ,-21068871946 ,19400000000 ,2404268858 ,14.40 ,25.34 ,10739811752 ,4939855013 ,2.17 ,167.88 ,63139777458 ,19400000000 ,736049004 ,28048934605 ,63139777458 ,0.44 ,0
태양씨앤엘,2016,6615291052 ,-5122442201 ,-12901513930 ,-12894638533 ,-10971866404 ,17665393245 ,5292661163 ,1.25 ,292.02 ,9228690574 ,998007666 ,9.25 ,39.47 ,53257468709 ,26295000000 ,1140089866 ,33737041870 ,53257468709 ,0.63 ,0
테이팩스,2016,112013880617 ,11925684800 ,8775369445 ,15418883257 ,3686938092 ,-27630521710 ,17670958190 ,6.34 ,57.58 ,85851537179 ,10316334613 ,8.32 ,43.86 ,95741578441 ,61209401392 ,2326021094 ,86543042991 ,95741578441 ,0.90 ,0
테이팩스,2017,105026830101 ,13061910963 ,8715914724 ,12370084802 ,-2286265559 ,-10332578528 ,14526459659 ,7.23 ,50.48 ,80603340442 ,11264014260 ,7.16 ,51.01 ,92489553548 ,27222200000 ,3165798885 ,65601264723 ,92489553548 ,0.71 ,0
티비에이치글로벌,2016,158895899048 ,-12504612926 ,-24879551313 ,1478063945 ,-6411250861 ,4843832557 ,1276680624 ,124.46 ,2.93 ,70506830331 ,65876221688 ,1.07 ,341.03 ,240670169128 ,42621024323 ,6801179256 ,167134393316 ,240670169128 ,0.69 ,0
티비에이치글로벌,2017,180047260627 ,1302708737 ,-12415544321 ,3120154254 ,-4296061964 ,1184849189 ,1613631830 ,111.58 ,3.27 ,72421252453 ,64924550154 ,1.12 ,327.22 ,231023741877 ,43122121636 ,5743305462 ,170029198634 ,231023741877 ,0.74 ,0
포스링크,2017,15293501383 ,341135195 ,-21515321642 ,-23718862109 ,-6819321659 ,49874703062 ,12217149631 ,1.25 ,291.58 ,10658818199 ,8923065631 ,1.19 ,305.56 ,66164709350 ,1805550000 ,5792731989 ,33386265123 ,66164709350 ,0.50 ,0
폴루스바이오팜,2016,29861276142 ,-5569434547 ,-17374739107 ,-3645846885 ,-937646268 ,18796607302 ,4516746060 ,6.61 ,55.21 ,28112075027 ,848547318 ,33.13 ,11.02 ,59474659180 ,18650000000 ,1260095311 ,48110800233 ,59474659180 ,0.81 ,0
폴루스바이오팜,2017,29622794893 ,-4717069929 ,-3563434919 ,-13064999076 ,-10125794141 ,11041933440 ,4401823213 ,6.73 ,54.24 ,28449675765 ,397998139 ,71.48 ,5.11 ,54537241843 ,16738000000 ,1024254279 ,33263841446 ,54537241843 ,0.61 ,0
퓨전데이타,2016,28215569450 ,4293556240 ,843157767 ,-4249698593 ,-99605243 ,11125812080 ,13313922279 ,2.12 ,172.23 ,19517472514 ,5289006933 ,3.69 ,98.91 ,30722530574 ,2403590080 ,2687268092 ,13104124050 ,30722530574 ,0.43 ,0
퓨전데이타,2017,24697703808 ,-7784888040 ,-8285055521 ,-6990731697 ,-2401194638 ,954097172 ,12445652904 ,1.98 ,183.93 ,22593487774 ,5882460724 ,3.84 ,95.03 ,28834298112 ,5236639222 ,164668631 ,18458536858 ,28834298112 ,0.64 ,0
피씨엘,2016,11510000 ,-2382775713 ,-2340583841 ,-2455158111 ,-4797995044 ,4686481610 ,663076929 ,0.02 ,21027.20 ,260956242 ,9869546 ,26.44 ,13.80 ,8902743993 ,900000000 ,32278340 ,1441306567 ,8902743993 ,0.16 ,0
피앤씨테크,2016,28072115181 ,5686591180 ,5034720196 ,3837051389 ,-24855329920 ,25862614075 ,4711521569 ,5.96 ,61.26 ,19429044787 ,3638453813 ,5.34 ,68.35 ,57878054524 ,500000000 ,13001638 ,6699659070 ,57878054524 ,0.12 ,0
피앤씨테크,2017,29829394527 ,4789812324 ,3798832347 ,4562939821 ,-15363753024 ,1900000000 ,3856695042 ,7.73 ,47.19 ,21968210976 ,4608160024 ,4.77 ,76.56 ,64071370281 ,2400000000 ,16219266 ,8837848475 ,64071370281 ,0.14 ,0
필옵틱스,2016,177220431610 ,15970009405 ,14820020292 ,14546820127 ,-8301311589 ,6327695090 ,10151269509 ,17.46 ,20.91 ,150814074537 ,4217524238 ,35.76 ,10.21 ,114156166576 ,22900000000 ,975841406 ,83270304463 ,114156166576 ,0.73 ,0
필옵틱스,2017,279769940188 ,22557546556 ,17649931058 ,19550826209 ,-50491722189 ,56876723800 ,5623756325 ,49.75 ,7.34 ,241054839436 ,5962020795 ,40.43 ,9.03 ,156547215678 ,22800000000 ,6958822496 ,58960021910 ,156547215678 ,0.38 ,0
한컴MDS,2016,112362709414 ,9003555829 ,7163968253 ,-4511800630 ,14250799813 ,-10907818730 ,38751106027 ,2.90 ,125.88 ,76528417301 ,7793384184 ,9.82 ,37.17 ,119273466081 ,517422500 ,1311953938 ,32029198783 ,119273466081 ,0.27 ,0
해성디에스,2016,276195590231 ,25882172663 ,19146185555 ,16441621515 ,-62566826686 ,21231864733 ,1580046706 ,174.80 ,2.09 ,226697299729 ,29469030229 ,7.69 ,47.45 ,251014864301 ,59222338867 ,2776079799 ,89622283421 ,251014864301 ,0.36 ,0
해성디에스,2017,325060603312 ,34097369300 ,25083949827 ,23852517343 ,-36434786352 ,10601192840 ,2126678429 ,152.85 ,2.39 ,264246286516 ,40524752332 ,6.52 ,55.98 ,291680943285 ,72589028669 ,1917508817 ,109352606064 ,291680943285 ,0.37 ,0
해태제과식품,2016,782604610001 ,35376404953 ,25000289256 ,33494322531 ,-48700514356 ,9443582594 ,139583188220 ,5.61 ,65.10 ,476763121508 ,44868944756 ,10.63 ,34.35 ,779952451884 ,41544685790 ,11176522429 ,493970652900 ,779952451884 ,0.63 ,0
